@file,1,DDJ-REV5,,,,,,,,,,,,
#name,function,type,input,deck1,deck2,deck3,deck4,output,deck1,deck2,deck3,deck4,option,comment
PAD6_PadFx1,PAD6.PadFx1,Pad,9015,7,9,11,13,9015,7,9,11,13,Fast,PAD FX1 Slot6 (momentary)
PAD6_PadFx1+Shift,PAD6.PadFx1+Shift,Pad,9015,8,10,12,14,9015,8,10,12,14,Fast,PAD FX1 Slot6 (momentary)
PAD6_BeatJump,PAD6.BeatJump,Pad,9025,7,9,11,13,9025,7,9,11,13,Fast,BEAT JUMP (FWD3)
PAD6_BeatJump+Shift,PAD6.BeatJump+Shift,Pad,9025,8,10,12,14,9025,8,10,12,14,Fast,BEAT JUMP (FWD3)
PAD6_Sampler,PAD6.Sampler,Pad,9035,7,9,11,13,9035,7,9,11,13,Fast,Sample Slot 6 play
PAD6_Sampler+Shift,PAD6.Sampler+Shift,Pad,9035,8,10,12,14,9035,8,10,12,14,Fast,Sample Slot 6 stop
PAD6_Keyboard,PAD6.Keyboard,Pad,9045,7,9,11,13,9045,7,9,11,13,Fast,
PAD6_Keyboard+Shift,PAD6.Keyboard+Shift,Pad,9045,8,10,12,14,9045,8,10,12,14,Fast,
PAD6_PianoPlay,PAD6.PianoPlay,Pad,9055,7,9,11,13,9055,7,9,11,13,Fast,
PAD6_PianoPlay+Shift,PAD6.PianoPlay+Shift,Pad,9055,8,10,12,14,9055,8,10,12,14,Fast,
PAD10_BeatLoop,PAD6.BeatLoop,Pad,9065,7,9,11,13,9065,7,9,11,13,Fast,
PAD10_BeatLoop,PAD6.BeatLoop+Shift,Pad,9065,8,10,12,14,9065,8,10,12,14,Fast,
PAD6_SampleScratch,PAD6.SampleScratch,Pad,9075,7,9,11,13,9075,7,9,11,13,Fast,
PAD6_SampleScratch+Shift,PAD6.SampleScratch+Shift,Pad,9075,8,10,12,14,9075,8,10,12,14,Fast,
,,,,,,,,,,,,,,
PAD7_HotCue,PAD7.HotCue,Pad,9006,7,9,11,13,9006,7,9,11,13,Fast,HOT CUE7
PAD7_HotCue+Shift,PAD7.HotCue+Shift,Pad,9006,8,10,12,14,9006,8,10,12,14,Fast,Delete HOT CUE7
PAD7_PadFx1,PAD7.PadFx1,Pad,9016,7,9,11,13,9016,7,9,11,13,Fast,PAD FX1 Slot7 (momentary)
PAD7_PadFx1+Shift,PAD7.PadFx1+Shift,Pad,9016,8,10,12,14,9016,8,10,12,14,Fast,PAD FX1 Slot7 (momentary)
PAD7_BeatJump,PAD7.BeatJump,Pad,9026,7,9,11,13,9026,7,9,11,13,Fast,BEAT JUMP (REV4)
PAD7_BeatJump+Shift,PAD7.BeatJump+Shift,Pad,9026,8,10,12,14,9026,8,10,12,14,Fast,BEAT JUMP (REV4)
PAD7_Sampler,PAD7.Sampler,Pad,9036,7,9,11,13,9036,7,9,11,13,Fast,Sample Slot 7 play
PAD7_Sampler+Shift,PAD7.Sampler+Shift,Pad,9036,8,10,12,14,9036,8,10,12,14,Fast,Sample Slot 7 stop
PAD7_Keyboard,PAD7.Keyboard,Pad,9046,7,9,11,13,9046,7,9,11,13,Fast,
PAD7_Keyboard+Shift,PAD7.Keyboard+Shift,Pad,9046,8,10,12,14,9046,8,10,12,14,Fast,
PAD7_PianoPlay,PAD7.PianoPlay,Pad,9056,7,9,11,13,9056,7,9,11,13,Fast,
PAD7_PianoPlay+Shift,PAD7.PianoPlay+Shift,Pad,9056,8,10,12,14,9056,8,10,12,14,Fast,
PAD11_BeatLoop,PAD7.BeatLoop,Pad,9066,7,9,11,13,9066,7,9,11,13,Fast,
PAD11_BeatLoop,PAD7.BeatLoop+Shift,Pad,9066,8,10,12,14,9066,8,10,12,14,Fast,
PAD7_SampleScratch,PAD7.SampleScratch,Pad,9076,7,9,11,13,9076,7,9,11,13,Fast,
PAD7_SampleScratch+Shift,PAD7.SampleScratch+Shift,Pad,9076,8,10,12,14,9076,8,10,12,14,Fast,
,,,,,,,,,,,,,,
PAD8_HotCue,PAD8.HotCue,Pad,9007,7,9,11,13,9007,7,9,11,13,Fast,HOT CUE8
PAD8_HotCue+Shift,PAD8.HotCue+Shift,Pad,9007,8,10,12,14,9007,8,10,12,14,Fast,Delete HOT CUE8
PAD8_PadFx1,PAD8.PadFx1,Pad,9017,7,9,11,13,9017,7,9,11,13,Fast,PAD FX1 Slot8 (momentary)
PAD8_PadFx1+Shift,PAD8.PadFx1+Shift,Pad,9017,8,10,12,14,9017,8,10,12,14,Fast,PAD FX1 Slot8 (momentary)
PAD8_BeatJump,PAD8.BeatJump,Pad,9027,7,9,11,13,9027,7,9,11,13,Fast,BEAT JUMP (FWD4)
PAD8_BeatJump+Shift,PAD8.BeatJump+Shift,Pad,9027,8,10,12,14,9027,8,10,12,14,Fast,BEAT JUMP (FWD4)
PAD8_Sampler,PAD8.Sampler,Pad,9037,7,9,11,13,9037,7,9,11,13,Fast,Sample Slot 8 play
PAD8_Sampler+Shift,PAD8.Sampler+Shift,Pad,9037,8,10,12,14,9037,8,10,12,14,Fast,Sample Slot 8 stop
PAD8_Keyboard,PAD8.Keyboard,Pad,9047,7,9,11,13,9047,7,9,11,13,Fast,
PAD8_Keyboard+Shift,PAD8.Keyboard+Shift,Pad,9047,8,10,12,14,9047,8,10,12,14,Fast,
PAD8_PianoPlay,PAD8.PianoPlay,Pad,9057,7,9,11,13,9057,7,9,11,13,Fast,
PAD8_PianoPlay+Shift,PAD8.PianoPlay+Shift,Pad,9057,8,10,12,14,9057,8,10,12,14,Fast,
PAD12_BeatLoop,PAD8.BeatLoop,Pad,9067,7,9,11,13,9067,7,9,11,13,Fast,
PAD12_BeatLoop,PAD8.BeatLoop+Shift,Pad,9067,8,10,12,14,9067,8,10,12,14,Fast,
PAD8_SampleScratch,PAD8.SampleScratch,Pad,9077,7,9,11,13,9077,7,9,11,13,Fast,
PAD8_SampleScratch+Shift,PAD8.SampleScratch+Shift,Pad,9077,8,10,12,14,9077,8,10,12,14,Fast,
,,,,,,,,,,,,,,
Parameter1Left_HotCue,Parameter1Left.HotCue,Button,9060,0,1,2,3,9060,0,1,2,3,,Call Memory Cue (<)
#,Parameter1Left.HotCue+Shift,Button,9048,0,1,2,3,9048,0,1,2,3,,No function assigned here
Parameter1Left_PadFx1,Parameter1Left.PadFx1,Button,9061,0,1,2,3,9061,0,1,2,3,,Adjust Beat (down)
#,Parameter1Left.PadFx1+Shift,Button,9049,0,1,2,3,9049,0,1,2,3,,No function assigned here
Parameter1Left_BeatJump,Parameter1Left.BeatJump,Button,9062,0,1,2,3,9062,0,1,2,3,,Change Jump Range (1/2x)
Parameter2Left_BeatJump,Parameter1Left.BeatJump+Shift,Button,904A,0,1,2,3,904A,0,1,2,3,,Change Jump Range (1/16x)
Parameter1Left_Sampler,Parameter1Left.Sampler,Button,9063,0,1,2,3,9063,0,1,2,3,,Change Bank (down)
#,Parameter1Left.Sampler+Shift,Button,904B,0,1,2,3,904B,0,1,2,3,,No function assigned here
Parameter1Left_Keyboard,Parameter1Left.Keyboard,Button,9064,0,1,2,3,9064,0,1,2,3,,Page Down
#,Parameter1Left.Keyboard+Shift,Button,904C,0,1,2,3,904C,0,1,2,3,,No function assigned here
#,Parameter1Left.PianoPlay,Button,9065,0,1,2,3,9065,0,1,2,3,,Left side: Select range Right side: Select Scale
#,Parameter1Left.PianoPlay+Shift,Button,904D,0,1,2,3,904D,0,1,2,3,,No function assigned here
#,Parameter1Left.BeatLoop,Button,9066,0,1,2,3,9066,0,1,2,3,,No function assigned here
#,Parameter1Left.BeatLoop+Shift,Button,9054,0,1,2,3,9054,0,1,2,3,,No function assigned here
Parameter1Left_Sampler,Parameter1Left.SampleScratch,Button,9067,0,1,2,3,9067,0,1,2,3,,Change Bank (down)
#,Parameter1Left.SampleScratch+Shift,Button,9055,0,1,2,3,9055,0,1,2,3,,No function assigned here
,,,,,,,,,,,,,,
Parameter1Right_HotCue,Parameter1Right.HotCue,Button,9070,0,1,2,3,9070,0,1,2,3,,Call Memory Cue (>)
#,Parameter1Right_HotCue+Shift,Button,905A,0,1,2,3,905A,0,1,2,3,,No function assigned here
Parameter1Right_PadFx1,Parameter1Right.PadFx1,Button,9071,0,1,2,3,9071,0,1,2,3,,Adjust Beat (up)
#,Parameter1Right.PadFx1+Shift,Button,905B,0,1,2,3,905B,0,1,2,3,,No function assigned here
Parameter1Right_BeatJump,Parameter1Right.BeatJump,Button,9072,0,1,2,3,9072,0,1,2,3,,Change Jump Range (2x)
Parameter2Right_BeatJump,Parameter1Right.BeatJump+Shift,Button,905C,0,1,2,3,905C,0,1,2,3,,Change Jump Range (16x)
Parameter1Right_Sampler,Parameter1Right.Sampler,Button,9073,0,1,2,3,9073,0,1,2,3,,Change Bank (up)
#,Parameter1Right.Sampler+Shift,Button,905D,0,1,2,3,905D,0,1,2,3,,No function assigned here
Parameter1Right_Keyboard,Parameter1Right.Keyboard,Button,9074,0,1,2,3,9074,0,1,2,3,,Page Up
#,Parameter1Right.Keyboard+Shift,Button,905E,0,1,2,3,905E,0,1,2,3,,No function assigned here
#,Parameter1Right.PianoPlay,Button,9075,0,1,2,3,9075,0,1,2,3,,Left side: Select range Right side: Select Scale
#,Parameter1Right.PianoPlay+Shift,Button,905F,0,1,2,3,905F,0,1,2,3,,No function assigned here
#,Parameter1Right.BeatLoop,Button,9076,0,1,2,3,9076,0,1,2,3,,No function assigned here
#,Parameter1Right.BeatLoop+Shift,Button,906C,0,1,2,3,906C,0,1,2,3,,No function assigned here
Parameter1Right_Sampler,Parameter1Right.SampleScratch,Button,9077,0,1,2,3,9077,0,1,2,3,,Change Bank (up)
#,Parameter1Right.SampleScratch+Shift,Button,906D,0,1,2,3,906D,0,1,2,3,,No function assigned here
,,,,,,,,,,,,,,
# Others,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
# State,,,,,,,,,,,,,,
PeerUsbPortName.USBA,PeerUsbPortName.USBA,Button,924E,,,,,,,,,,RO,USB A
PeerUsbPortName.USBB,PeerUsbPortName.USBB,Button,934F,,,,,,,,,,RO,USB B
DeckState,DeckState,Button,903E,0,1,2,3,,,,,,RO,LED State of the DECK 1/2/3/4
DualDeckState13,DualDeckState13,Button,967C,,,,,,,,,,RO,Dual Deck State (Deck 1/3) On/Off
DualDeckState24,DualDeckState24,Button,967D,,,,,,,,,,RO,Dual Deck State (Deck 2/4) On/Off
,,,,,,,,,,,,,,
# illumination,,,,,,,,,,,,,,
JogPlayPauseIndicatorShort,JogPlayPauseIndicatorShort,JogIndicator,,,,,,B01E,0,1,2,3,RO;Min=1;Max=72;Priority=100,Playing States for the trigger for JOG illumination
LoadedIndicator,LoadedIndicator,Indicator,,,,,,,9F00,9F01,9F02,9F03,RO;Priority=100,Trigger for Load illumination
SlipStateForFlashing,SlipStateForFlashing,Indicator,,,,,,,9F24,9F25,9F26,9F27,RO,Slip Mode Flashing
GetLoopActive,LoopState,Indicator,,,,,,,9F04,9F05,9F06,9F07,RO;Priority=100,
CustomPartLayout,CustomLayoutState,Indicator,,,,,,BF0D,,,,,RO;Priority=100,
SlipModeFlashingSetting,SlipModeFlashingSetting,Indicator,,,,,,9F40,,,,,RO;Priority=100,Slip Mode Flashing
SlipButtonFlashingSetting,SlipButtonFlashingSetting,Indicator,,,,,,9F41,,,,,RO;Priority=100,Slip Button Flashing
MasterAttLevelSetting,MasterAttLevelSetting,Value,BF42,,,,,BF42,,,,,RO;Priority=100,Adjust Master ATT Level
MasterMonoStereoSetting,MasterMonoStereoSetting,Value,9F47,,,,,9F47,,,,,RO;Priority=100,Mono/Stereo Switch of Master
BoothAttLevelSetting,BoothAttLevelSetting,Value,BF43,,,,,BF43,,,,,RO;Priority=100,Adjust Booth ATT Level
BoothMonoStereoSetting,BoothMonoStereoSetting,Value,9F48,,,,,9F48,,,,,RO;Priority=100,Mono/Stereo Switch of Booth
MasterPeakLimiterSetting,MasterPeakLimiterSetting,Value,9F49,,,,,9F49,,,,,RO;Priority=100,Master Peak Limiter Setting
MicBoothOutputSetting,MicBoothOutputSetting,Value,9F4D,,,,,9F4D,,,,,RO;Priority=100,Setting the microphone output of Booth Monitor
MicPeakLimiterMasterSetting,MicPeakLimiterMasterSetting,Value,9F4A,,,,,9F4A,,,,,RO;Priority=100,MIC Peak Limitter Setting (Master)
MicPeakLimiterBoothSetting,MicPeakLimiterBoothSetting,Value,9F4E,,,,,9F4E,,,,,RO;Priority=100,MIC Peak Limitter Setting (Booth)
MicLowCutFilterSetting,MicLowCutFilterSetting,Value,9F4C,,,,,9F4C,,,,,RO;Priority=100,MIC Low cut
TalkoverLevelSetting,TalkoverLevelSetting,Value,BF47,,,,,BF47,,,,,RO;Priority=100,Setting of the Talkover Level
DemoModeSetting,DemoModeSetting,Value,BF44,,,,,BF44,,,,,RO;Priority=100,Demo Mode / Screen Saver Setting
AutoStandbySetting,AutoStandbySetting,Value,9F45,,,,,9F45,,,,,RO;Priority=100,Auto Standby Setting
HeadphoneMonoSplitSetting,HeadphoneMonoSplitSetting,Value,9F3C,,,,,9F3C,,,,,RO;Priority=100,Phones Output Stereo/Mono Split
HeadphoneInvertSetting,HeadphoneInvertSetting,Value,9F3D,,,,,9F3D,,,,,RO;Priority=100,Phones Output Invert
,,,,,,,,,,,,,,
# Parameter,,,,,,,,,,,,,,
JogIndicatorInterval,JogIndicatorInterval,Parameter,FFF1,,,,,,,,,,Value=12,
JogRatency,JogRatency,Parameter,FFF2,,,,,,,,,,Value=4,unused
MidiOutInterval,MidiOutInterval,Parameter,FFF3,,,,,,,,,,Value=2,
